ID	PositionX	PositionY	PositionZ	RotationX	RotationY	RotationZ	Section
Street_Passerby_66	9.613	0.38	-29.102	0.0	332.5571	0.0	1
Street_Passerby_67	-7.099	0.4991	11.649	0.0	63.06116	0.0	1
Street_Passerby_68	-6.042	0.35	12.561	0.0	227.34982	0.0	1
Street_Passerby_69	22.433	0.35	6.054	0.0	317.61322	0.0	1
Street_Passerby_70	-19.002	0.35	-1.416	0.0	154.39163	0.0	1
Street_Passerby_71	-25.812	0.71	15.861	0.0	317.13211	0.0	1
Street_ObjectPos_06	-26.43	1.8	16.614	0.0	0.0	0.0	1
Street_ObjectPos_07	-24.915	0.996	12.736	0.0	0.0	0.0	1
Street_Passerby_72	32.834	0.35	-7.017	0.0	325.03073	0.0	1
Street_Passerby_73	-7.586	0.4	-0.346	0.0	136.72357	0.0	1
Street_Passerby_74	-26.168	0.5651	12.814	0.0	205.99687	0.0	1
Street_ObjectPos_05	-26.783	1.263	10.008	0.0	110.0	0.0	1
Street_Passerby_75	-26.378	0.35	6.141	0.0	288.5228	0.0	1
Street_Passerby_76	-6.893	0.64	15.257	0.0	50.22827	0.0	1
Street_Passerby_77	-11.306	0.35	-9.496	0.0	119.16231	0.0	1
Street_Passerby_78	-32.834	0.35	-2.719	0.0	50.0	0.0	1
Street_ObjectPos_02	-35.7	1.556	-6.62	0.0	0.0	0.0	1
Street_Passerby_79	-35.854	0.38	4.449	0.0	330.0	0.0	1
Street_Passerby_80	-0.168	0.388	21.145	0.0	247.54602	0.0	1
Street_ObjectPos_13	1.141	0.836	15.84	0.0	0.0	0.0	1
Street_Passerby_81	9.372	0.36	-8.746	0.0	319.89386	0.0	1
Street_NPCPos_Quest10020118	0.46	0.4	16.07	0.0	132.127	0.0	1
Street_NPCPos_Joe	14.487	0.344	7.658	0.0	117.47181	0.0	1
Street_Passerby_82	1.345	0.35	-29.269	0.0	318.21954	0.0	1
Street_Passerby_83	-29.28	0.36	-6.019	0.0	92.8725	0.0	1
Street_Passerby_84	-20.485	0.35	-8.332	0.0	218.35194	0.0	1
Street_Passerby_85	11.059	0.35	5.281	0.0	120.00001	0.0	1
Street_Passerby_86	12.09	0.36	-5.24	0.0	320.0	0.0	1
Street_Passerby_87	12.09	0.36	-5.24	0.0	320.0	0.0	1
Street_Passerby_88	12.09	0.36	-5.24	0.0	320.0	0.0	1
Street_Passerby_89	12.743	0.35	-10.13	0.0	52.06183	0.0	1
Street_Passerby_90	-26.65	0.36	6.866	0.0	260.0	0.0	1
Street_Passerby_91	-13.317	0.35	-1.324	0.0	154.53731	0.0	1
Street_Passerby_92	7.02	0.33	0.0589	0.0	0.0	0.0	1
Street_Passerby_93	12.09	0.36	-5.24	0.0	320.0	0.0	1
Street_Passerby_94	24.156	0.36	-0.589	0.0	258.23029	0.0	1
Street_Passerby_95	-8.074	0.35	-11.114	0.0	321.74228	0.0	1
Street_Passerby_96	32.996	0.35	-7.036	0.0	298.86584	0.0	1
Street_Passerby_97	-2.633	0.35	-25.815	0.0	294.18304	0.0	1
Street_Passerby_98	-14.06	0.36	-7.276	0.0	289.05328	0.0	1
Street_Passerby_99	-26.389	0.356	7.356	0.0	257.54462	0.0	1
Street_Passerby_100	28.999	0.36	-7.249	0.0	36.28022	0.0	1
Street_Passerby_101	4.87	0.36	-29.65	0.0	180.0	0.0	1
Street_Passerby_102	-26.387	0.35	7.338	0.0	249.63678	0.0	1
Street_Passerby_103	12.09	0.31	-5.24	0.0	320.0	0.0	1
Street_Passerby_104	14.6	0.36	8.1	0.0	210.0	0.0	1
Street_Passerby_105	2.127	0.4	-9.184	0.0	33.36407	0.0	1
Street_Passerby_106	12.09	0.36	-5.24	0.0	320.0	0.0	1
Street_Passerby_107	3.32	0.48	1.472	0.0	90.0	0.0	1
Street_Passerby_108	12.09	0.36	-5.24	0.0	320.0	0.0	1
Street_Passerby_109	-26.7	0.36	7.295	0.0	260.0	0.0	1
Street_Passerby_110	12.09	0.36	-5.24	0.0	320.0	0.0	1
Street_Passerby_111	-14.558	0.35	-8.069	0.0	288.58353	0.0	1
Street_Passerby_112	-4.577	0.353	1.663	0.0	194.16655	0.0	1
Street_Passerby_113	11.049	0.35	5.16	0.0	115.38074	0.0	1
Street_Passerby_114	12.09	0.36	-5.24	0.0	320.0	0.0	1
Street_NPCPos_Xiute	15.328	0.347	7.214	0.0	298.45078	0.0	1
Street_NPCPos_No11_01	5.784	0.35	-35.839	0.0	240.0	0.0	1
Street_NPCPos_Keli_01	5.12	0.36	-36.21	0.0	50.0	0.0	1
Street_NPCPos_No11_01End	6.64	0.35	-35.06	0.0	10.0	0.0	1
Street_Passerby_501	-26.61	0.69	16.044	0.0	28.75916	0.0	1
Street_Passerby_502	-22.804	0.36	-7.391	0.0	60.44901	0.0	1
Street_Passerby_503	-22.058	0.36	-7.339	0.0	324.42499	0.0	1
Street_Passerby_115	3.28	0.4537	1.464	0.0	90.0	0.0	1
Street_Passerby_116	8.16	0.48	2.362	0.0	270.0	0.0	1
Street_Passerby_117	-4.593	0.351	0.1033	0.0	343.36163	0.0	1
Street_Passerby_118	-4.43	0.49	1.48	0.0	180.0	0.0	1
Street_Passerby_119	-25.591	0.35	-6.895	0.0	315.20914	0.0	1
Street_Passerby_120	-4.667	0.337	1.677	0.0	345.07632	0.0	1
Street_NPCPos_Bangboo_Quest10020188	2.652	0.344	-0.622	0.0	74.99999	0.0	1
Street_NPCPos_Bangboo_Quest10020196	-3.648	0.353	-17.817	0.0	220.05724	0.0	1
Street_NPCPos_Bangboo_Quest10020140	21.47	0.344	5.908	0.0	0.0	0.0	1
Street_Passerby_121	-35.256	0.41	13.372	0.0	150.83507	0.0	1
Street_Passerby_122	-34.693	0.373	12.751	0.0	324.8782	0.0	1
Street_NPCPos_No11_02	-1.8	0.345	-29.986	0.0	310.0	0.0	1
Street_NPCPos_Keli_02	-2.26	0.36	-29.6	0.0	150.0	0.0	1
Street_NPCPos_Keli_02End	0.11	0.315	-29.62	0.0	79.99999	0.0	1
Street_NPCPos_Quest10020155_02	-1.763	0.8425	-21.017	0.0	237.17775	0.0	1
Street_NPCPos_No11_03End	14.81	0.349	0.54	0.0	120.00001	0.0	1
Street_NPCPos_Keli_03End	15.38	0.359	-0.28	0.0	20.00001	0.0	1
Street_NPCPos_Woof	11.26	1.15	-10.188	0.0	0.0	0.0	1
Street_ObjectPos_Newsstand	11.08	1.15	-9.372	0.0	0.0	0.0	1
Street_Passerby_123	4.504	0.329	-0.0001	0.0	0.0	0.0	1
Street_Passerby_124	8.166	0.329	1.463	0.0	270.0	0.0	1
Street_Passerby_125	5.36	0.35	-0.01	0.0	0.0	0.0	1
Street_Passerby_126	3.358	0.333	1.456	0.0	90.0	0.0	1
Street_Passerby_127	8.212	0.452	1.48	0.0	270.0	0.0	1
Street_NPCPos_Schroeder	1.752	0.342	-1.479	0.0	55.99999	0.0	1
Street_Passerby_128	5.38	0.334	0.064	0.0	0.0	0.0	1
Street_Passerby_129	3.287	0.35	1.452	0.0	90.0	0.0	1
Street_Passerby_130	-22.633	0.35	-7.275	0.0	53.62085	0.0	1
Street_Passerby_131	8.232	0.35	2.374	0.0	270.0	0.0	1
Street_Passerby_132	10.17	0.35	2.07	0.0	163.21513	0.0	1
Street_Passerby_139	-26.414	0.71	15.934	0.0	336.39316	0.0	1
Street_Passerby_140	-27.703	0.593	15.938	0.0	55.93431	0.0	1
Street_Passerby_141	10.968	0.4	6.067	0.0	120.00001	0.0	1
Street_Passerby_142	11.058	0.35	4.379	0.0	117.98868	0.0	1
Street_Passerby_143	10.678	0.36	-13.711	0.0	216.67374	0.0	1
Street_Passerby_144	-13.401	0.35	-12.446	0.0	333.78751	0.0	1
Street_Passerby_145	40.108	0.353	-0.147	0.0	154.59579	0.0	1
Street_ObjectPos_12	43.325	-0.015	-4.342	0.0	90.0	0.0	1
Street_Passerby_146	40.73	0.3506	-0.68	0.0	314.69949	0.0	1
Street_Passerby_147	2.594	0.35	-7.269	0.0	88.00859	0.0	1
Street_Passerby_148	3.52	0.4	-7.453	0.0	303.92548	0.0	1
Street_Passerby_149	4.667	0.4	-10.8	0.0	221.15468	0.0	1
Street_ObjectPos_04	0.763	1.038	-9.181	0.0	0.0	0.0	1
Street_Passerby_150	12.273	0.359	-8.928	0.0	238.31017	0.0	1
Street_NPCPos_Woof2	11.26	1.15	-10.188	0.0	0.0	0.0	1
Street_NPCPos_Woof3	11.26	1.15	-10.188	0.0	0.0	0.0	1
Street_Passerby_507	-26.592	0.36	-9.141	0.0	331.79459	0.0	1
Street_Passerby_508	-27.964	0.35	9.704	0.0	276.12378	0.0	1
Street_Passerby_509	5.012	0.35	-7.226	0.0	36.47496	0.0	1
Street_Passerby_510	-7.145	0.363	4.026	0.0	270.0	0.0	1
Street_Passerby_511	4.493	0.36	-35.899	0.0	20.00001	0.0	1
Street_Passerby_512	-4.592	0.355	0.073	0.0	343.46274	0.0	1
Street_Passerby_513	2.122	0.4	-10.398	0.0	32.57107	0.0	1
Street_Passerby_514	2.891	0.4	-10.705	0.0	0.0	0.0	1
Street_Passerby_515	14.095	0.36	-14.156	0.0	22.06978	0.0	1
Street_Passerby_516	15.321	0.35	7.58	0.0	123.66821	0.0	1
Street_Passerby_517	-4.305	0.4	-7.595	0.0	125.55424	0.0	1
Street_Passerby_518	-1.701	0.4	-23.751	0.0	310.0	0.0	1
Street_Passerby_519	-19.162	0.36	-8.18	0.0	37.20817	0.0	1
Street_ObjectPos_03	-21.194	0.171	-9.311	0.0	0.0	0.0	1
Street_Passerby_520	-3.812	0.347	-17.462	0.0	247.24823	0.0	1
Street_NPCPos_Susie	-25.671	0.6214	14.104	0.0	268.89499	0.0	1
Street_NPCPos_TinMaster01	-10.191	0.36	-1.46	0.0	345.65805	0.0	1
Street_NPCPos_TinMaster02	-6.288	0.3505	-7.195	0.0	321.44672	0.0	1
Street_NPCPos_Gate	7.03	0.35	0.017	0.0	0.0	0.0	1
Street_NPCPos_Ben	2.233	0.36	2.478	0.0	133.82996	0.0	1
Street_PlayerPos_FromRamen	6.074	0.0	-0.758	0.0	0.0	0.0	1
Street_NPCPos_Anton	-34.865	0.396	13.443	0.0	142.69867	0.0	1
Street_NPCPos_OokumaMari	11.921	0.347	-8.374	0.0	219.14148	0.0	1
Street_Passerby_151	-4.573	0.34	0.044	0.0	168.11601	1.0	1
Street_Passerby_152	9.423	0.352	-32.084	0.0	339.92599	0.0	1
Street_Passerby_153	-26.66462	0.3402	7.56905	359.60715	269.99854	0.65592	1
Street_NPCPos_Anbi02	-22.5	0.36	0.573	0.0	163.69124	0.0	1
Street_NPCPos_Enzo	27.243	0.35	-1.528	0.0	229.92622	0.0	1
Street_NPCPos_OokumaMari02	3.281	0.3965	-10.212	0.0	31.35417	0.0	1
Street_NPCPos_Billy02	-13.986	0.36	-7.091	0.0	113.60025	0.0	1
Street_NPCPos_Tsubaki	10.39	0.35	-8.91	0.0	137.00946	0.0	1
Street_NPCPos_Anton02	26.712	0.35	-6.986	0.0	305.87402	0.0	1
Street_NPCPos_Nocha02	9.577	0.348	-7.368	0.0	151.92999	0.0	1
Street_NPCPos_Tsubaki02	-18.173	0.35	-6.936	0.0	133.66385	0.0	1
Street_NPCPos_OokumaMari04	-25.138	0.7161	16.08	0.0	326.39648	0.0	1
Street_NPCPos_Ben02	20.665	0.35	-10.565	0.0	251.54306	0.0	1
Street_NPCPos_OokumaMari03	-22.553	0.36	-0.064	0.0	159.34224	0.0	1
Street_NPCPos_Ben03	-21.869	0.35	0.596	0.0	192.34038	0.0	1
Street_NPCPos_Billy03	22.297	0.36	5.854	0.0	340.17264	0.0	1
Street_NPCPos_Nocha03	6.929	0.395	-1.278	0.0	342.26456	0.0	1
Street_NPCPos_Tsubaki03	7.076	0.35	-0.706	0.0	312.97723	0.0	1
Street_NPCPos_Anbi03	10.312	0.35	2.109	0.0	240.46249	0.0	1
Street_NPCPos_Ben04	-32.609	0.342	-8.256	0.0	67.92832	0.0	1
Street_NPCPos_OokumaMari05	-1.27	0.3492	-29.178	0.0	305.29065	0.0	1
Street_NPCPos_Anton03	-2.058	0.35	-28.686	0.0	125.14816	0.0	1
Street_NPCPos_Nocha04	-22.595	0.395	-7.348	0.0	125.5207	0.0	1
Street_NPCPos_Billy04	-3.506	0.36	-17.778	0.0	251.33165	0.0	1
Street_NPCPos_Anbi04	-4.261	0.35	-17.505	0.0	264.7402	0.0	1
Street_NPCPos_Schroeder02	-5.053	0.342	4.863	0.0	70.83122	0.0	1
Street_NPCPos_Schroeder03	3.253	0.323	1.458	0.0	92.53754	0.0	1
Street_Passerby_521	-32.515	2.3	30.558	0.0	75.47579	0.0	1
Street_Passerby_522	-29.71	2.3	29.43	0.0	209.83707	0.0	1
Street_Passerby_523	-30.529	2.3	28.95	0.0	55.32315	0.0	1
Street_Passerby_524	-26.636	0.368	7.484	0.0	250.28363	0.0	1
Street_Passerby_525	21.991	0.35	-1.218	0.0	245.47432	0.0	1
Street_Passerby_526	-27.72	0.35	12.558	0.0	70.0	0.0	1
Street_Passerby_527	-2.147	0.35	-23.641	0.0	290.0	0.0	1
Street_Passerby_528	-3.553	0.395	-18.033	0.0	155.24419	0.0	1
Street_Passerby_529	-2.866	0.395	-19.195	0.0	327.30453	0.0	1
Street_Passerby_530	2.248	0.35	17.375	0.0	240.0	0.0	1
Street_Passerby_531	-30.195	2.3	29.303	0.0	316.19141	0.0	1
Street_Passerby_532	-15.625	0.35	-6.819	0.0	195.36263	0.0	1
Street_Passerby_533	-2.562	0.35	-23.881	0.0	312.95004	0.0	1
Street_Passerby_534	-12.646	0.35	-18.012	0.0	255.57466	0.0	1
Street_Passerby_535	-13.387	0.35	-16.812	0.0	152.59938	0.0	1
Street_NPCPos_Shepherd02	-4.574	0.3346	1.6568	0.0	10.32042	0.0	1
Street_NPCPos_No11_04	10.123	0.356	1.745	0.0	142.0	0.0	1
Street_NPCPos_PAFUMEI	15.973	0.35	7.416	0.0	334.46896	0.0	1
Street_NPCPos_MEIKE	15.483	0.35	7.766	0.0	120.00001	0.0	1
Street_Passerby_536	3.952	0.4	-11.297	0.0	48.38462	0.0	1
Garage_PlayerPos_Default	19.05	0.42063	21.43	0.0	0.0	0.0	3
Garage_PlayerPos_FromWorkshop	19.05	0.42063	22.744	0.0	0.0	0.0	3
Garage_PlayerPos_FromStreet	12.79	0.42063	18.82	0.0	0.0	0.0	3
Garage_PlayerPos_Quest10020003	20.701	0.42063	29.794	0.0	220.0	0.0	3
Garage_NPCPos_ToWorkshop	19.13	0.25	19.663	0.0	0.0	0.0	3
Garage_NPCPos_ToStreet	12.836	0.476	15.002	0.0	0.0	0.0	3
Garage_NPCPos_Nocha_Quest10020003	17.614	0.35	30.44	0.0	136.39999	0.0	3
Garage_NPCPos_Billy_Quest10020003	15.226	0.32	27.58	0.0	82.8	0.0	3
Garage_NPCPos_Anbi_Quest10020003	15.319	0.32	28.817	0.0	94.7	0.0	3
Garage_NPCPos_Nocha_Quest10020012	17.39999	0.34	27.69	0.0	158.30615	0.0	3
Garage_NPCPos_Billy_Quest10020012	18.56	0.31	32.58	0.0	250.0	0.0	3
Garage_NPCPos_Anbi_Quest10020012	18.58	0.31	31.46	0.0	320.0	0.0	3
ItemPos_1	17.0	0.42063	24.5	0.0	0.0	0.0	3
ItemPos_2	18.0	0.42063	24.5	0.0	0.0	0.0	3
ItemPos_3	19.0	0.42063	24.5	0.0	0.0	0.0	3
ItemPos_4	20.0	0.42063	24.5	0.0	0.0	0.0	3
ItemPos_5	21.0	0.42063	24.5	0.0	0.0	0.0	3
Garage_PlayerPos_FromStreet2	11.254	0.42063	19.31	0.0	90.0	0.0	3
Garage_NPCPos_ToStreet2	8.785	0.42063	19.238	0.0	270.0	0.0	3
Garage_PlayerPos_Quest10020010	19.81	0.42063	27.32	0.0	0.0	0.0	3
Garage_Object_Car_01	16.19	0.29	31.46	0.0	135.89999	0.0	3
Garage_ObjectPos_14	23.874	0.86	31.988	0.0	0.0	0.0	3
Garage_ObjectPos_15	22.254	0.82	22.982	0.0	0.0	0.0	3
Garage_ObjectPos_16	31.804	0.42063	28.509	0.0	0.0	0.0	3
Garage_ObjectPos_17	29.128	0.25	22.05	0.0	0.0	0.0	3
Garage_ObjectPos_18	29.941	0.0	32.857	0.0	0.0	0.0	3
Garage_NPCPos_Quest10020024	18.54	0.34	27.46	0.0	210.79999	0.0	3
Garage_PlayerPos_Quest10020120	17.75	0.42063	26.39	0.0	30.00001	0.0	3
Garage_NPCPos_No11	13.818	0.301	26.28	0.0	70.26791	0.0	3
Garage_NPCPos_No11_02	29.598	0.345	23.527	0.0	308.61368	0.0	3
Garage_NPCPos_No11_03	15.599	0.345	20.68	0.0	335.6268	0.0	3
Garage_NPCPos_No11_04	13.97	0.3	25.64	0.74837	128.50786	359.98956	3
Garage_NPCPos_Quest10020120	21.467	0.3	30.233	0.0	206.48201	0.0	3
Garage_PlayerPos_Chat01	20.545	0.42063	29.194	0.0	43.57	0.0	3
Workshop_PlayerPos_Default	23.75	0.58003	12.5	0.0	202.0	0.0	2
Workshop_PlayerPos_FromStreet	22.598	0.58003	7.611	0.0	30.00001	0.0	2
Workshop_PlayerPos_FromGarage	22.112	0.58002	14.386	0.0	180.0	0.0	2
Workshop_PlayerPos_Quest10020003	23.375	0.58002	11.406	0.0	0.0	0.0	2
Workshop_PlayerPos_Quest10020013	29.982	0.58002	15.418	0.0	120.00001	0.0	2
Workshop_PlayerPos_Quest10020011	29.867	0.58002	11.406	0.0	30.0	0.0	2
Workshop_PlayerPos_Quest10020012	29.587	0.58002	11.979	0.0	92.99999	0.0	2
Workshop_PlayerPos_Quest10020001	30.31	0.58002	11.18	0.0	40.0	0.0	2
Workshop_PlayerPos_Quest10020028	30.38	0.58002	12.826	0.0	80.0	0.0	2
Workshop_PlayerPos_Pos1	29.44	0.605	15.48	0.0	0.0	0.0	2
Workshop_PlayerPos_Pos2	30.729	0.584	15.3	0.0	0.0	0.0	2
Workshop_NPCPos_ToGarage	22.093	0.749	16.512	0.0	180.0	0.0	2
Workshop_NPCPos_ToStreet	21.529	0.666	5.786	0.0	28.1	0.0	2
Workshop_NPCPos_Hollow	33.19	0.86	11.482	0.0	270.0	0.0	2
Workshop_NPCPos_VHS	28.02	0.87	16.887	0.0	0.0	0.0	2
